name,slug,category,description,city,address,lat,lng,website,phone,email,image_url,sens_noise_1to5,sens_light_1to5,sens_crowd_1to5,sens_quiet_room,sens_headphones,sens_staff_trained,sens_certification,sens_last_verified,sens_score_avg,sens_accessibility_summary,category_tags,AI Sensory Accessibility Summary,Geocode Status,Review Status,Last Verified Age
Clarke Fields Park,clarke-fields-park-ottawa,Park,,Ottawa,93 Houlahan Street,45.26,-75.77,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
RIM Park,rim-park-waterloo,Park,,Waterloo,2001 University Avenue East,43.52,-80.50,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Dovercourt Park,dovercourt-park-toronto,Park,,Toronto,155 Bartlett Avenue,43.67,-79.43,https://www.toronto.ca/data/parks/prd/facilities/complex/86/index.html,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Westmoreland Avenue Parkette,westmoreland-avenue-parkette-toronto,Park,,Toronto,60 Dovercourt Road,43.66,-79.43,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Bell Park,bell-park,Park,,,,46.48,-80.99,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Hollinger Park,hollinger-park-timmins,Park,,Timmins,565 Algonquin Boulevard East,48.48,-81.32,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
West Toronto Railpath,west-toronto-railpath,Park,,,,43.66,-79.45,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Byron Linear Tramway Park,byron-linear-tramway-park,Park,,,579 Byron Avenue,45.38,-75.76,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Fisher Rare Book Library,fisher-rare-book-library-toronto,Library,,Toronto,120 St George Street,43.66,-79.40,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Science North,science-north-sudbury,Museum,,Sudbury,100 Ramsey Lake Road,46.47,-81.00,https://sciencenorth.ca,+1-705-522-3701,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Waterdown Memorial Park,waterdown-memorial-park,Park,,,,43.34,-79.90,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Sealy Park,sealy-park,Park,,,,43.33,-79.89,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Gatesbury Park,gatesbury-park,Park,,,,43.34,-79.89,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
E. T. Seton Park,e-t-seton-park,Park,,,,43.71,-79.34,https://www.toronto.ca/data/parks/prd/facilities/complex/1061/index.html,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Lakeridge Park,lakeridge-park,Park,,,764 Lakeridge Drive,45.45,-75.47,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Gage Park,gage-park,Park,,,1000 Main Street East,43.24,-79.83,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Eastwood Park,eastwood-park,Park,,,,43.27,-79.86,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Inverness Park,inverness-park,Park,,,76 Inverness Avenue,45.36,-75.72,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Clarke Memorial Centre,clarke-memorial-centre,Park,,,,45.38,-75.68,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Gore Park,gore-park,Park,,,,43.26,-79.87,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Shamrock Park,shamrock-park,Park,,,,43.25,-79.86,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Wenderly Park,wenderly-park,Park,,,,43.71,-79.45,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Nicol MacNicol Parkette,nicol-macnicol-parkette-toronto,Park,,Toronto,1 Elm Ridge Circle,43.70,-79.43,https://www.toronto.ca/data/parks/prd/facilities/complex/140/index.html,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Breakwater Park,breakwater-park-kingston,Park,,Kingston,200 King Street,44.22,-76.50,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Toronto Island Park,toronto-island-park,Park,,,,43.62,-79.38,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Conservation Meadows Park,conservation-meadows-park-waterloo,Park,,Waterloo,585 Coldstream Drive,43.49,-80.58,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Sheppard's Bush,sheppard-s-bush,Park,,,,44.00,-79.45,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Wallace Emerson Community Centre,wallace-emerson-community-centre,Community Centre,,,1260 Dufferin Street,43.67,-79.44,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=294,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Kuntz Park,kuntz-park-kitchener,Park,,Kitchener,290 Lookout Lane,43.40,-80.42,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Voisin Park,voisin-park,Park,,,,43.41,-80.51,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Foxglove Park,foxglove-park,Park,,,,43.41,-80.53,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Ellacott Lookout,ellacott-lookout,Park,,,235 Queen Street East,43.44,-80.30,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Claremont Access Parkettes,claremont-access-parkettes,Park,,,65 Wellington Street South,43.25,-79.86,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Bill Hackett Park,bill-hackett-park,Park,,,,44.26,-76.53,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Megan Park,megan-park,Park,,,,43.77,-79.17,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Bora Laskin Law Library,bora-laskin-law-library-toronto,Library,,Toronto,78 Queen's Park,43.67,-79.39,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Laurel Greenway,laurel-greenway,Park,,,,43.47,-80.52,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Prince Edward Viaduct Parkette,prince-edward-viaduct-parkette-toronto,Park,,Toronto,725 Bloor Street East,43.67,-79.37,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Tweed Memorial Park,tweed-memorial-park,Park,,,45 Victoria Street South,44.47,-77.31,https://tweed.ca/parks--p442.php,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Carabram Park,carabram-park,Park,,,,43.76,-79.74,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Ira G. Needles Park,ira-g-needles-park,Park,,,,43.48,-80.55,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Logan Avenue Parkette,logan-avenue-parkette-toronto,Park,,Toronto,916 Logan Avenue,43.68,-79.35,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Bruce Peninsula National Park,bruce-peninsula-national-park,Park,,,,45.16,-81.49,https://www.pc.gc.ca/en/pn-np/on/bruce,+1-519-596-2233,pc.bruce-fathomfive.pc@canada.ca,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Traynor Park,traynor-park-kitchener,Park,,Kitchener,345 Traynor Avenue,43.42,-80.46,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Wembley Parkette,wembley-parkette-toronto,Park,,Toronto,9 Old Park Road,43.70,-79.43,https://www.toronto.ca/data/parks/prd/facilities/complex/278/index.html,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Greater Sudbury Heritage Museums,greater-sudbury-heritage-museums,Museum,,,,46.49,-81.07,https://www.sudburymuseums.ca/index.cfm?app=w_vmuseum,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Sherbourne Common,sherbourne-common-toronto,Park,,Toronto,5 Lower Sherbourne Street,43.64,-79.36,https://www.toronto.ca/data/parks/prd/facilities/complex/1860/index.html,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Kingston Tennis Club,kingston-tennis-club,Park,,,,44.23,-76.51,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Kingston Lawn Bowling Club,kingston-lawn-bowling-club,Park,,,,44.23,-76.51,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Cooper Park,cooper-park,Park,,,,49.78,-92.84,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Wincott Park,wincott-park,Park,,,,43.69,-79.55,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Hillview Park,hillview-park,Park,,,,44.25,-76.60,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
La Salle Park,la-salle-park,Park,,,,44.23,-76.57,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
J.K. Tett Centre,j-k-tett-centre-kingston,Community Centre,,Kingston,370 King Street West,44.22,-76.51,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Lafleur Park,lafleur-park,Park,,,,44.24,-76.52,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Strathcona Park,strathcona-park,Park,,,,44.25,-76.53,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Lake Ontario Park,lake-ontario-park,Park,,,920 King Street West,44.22,-76.53,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Evergreen Gardens Park,evergreen-gardens-park-toronto,Park,,Toronto,23 Evergreen Gardens,43.70,-79.37,https://www.toronto.ca/data/parks/prd/facilities/complex/434/index.html,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
June Rowlands Park,june-rowlands-park-toronto,Park,,Toronto,220 Davisville Avenue,43.70,-79.39,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Margaret Fairley Park,margaret-fairley-park-toronto,Park,,Toronto,100 Brunswick Avenue,43.66,-79.41,https://www.toronto.ca/data/parks/prd/facilities/complex/126/index.html,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
East Don Parkland,east-don-parkland,Park,,,,43.79,-79.38,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Cockburn Island,cockburn-island,Park,,,,44.56,-75.71,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Shannon Park,shannon-park,Park,,,,44.26,-76.48,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Crerar Park,crerar-park,Park,,,,44.21,-76.57,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Keyes Park,keyes-park,Park,,,,44.21,-76.56,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Alwington Place Park,alwington-place-park,Park,,,,44.22,-76.51,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Champlain Park,champlain-park,Park,,,,44.25,-76.50,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Ken Matthews Park,ken-matthews-park,Park,,,,44.26,-76.50,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Everitt Park,everitt-park,Park,,,,44.21,-76.58,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Ash Creek Channel Open Space,ash-creek-channel-open-space,Park,,,,43.89,-78.94,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Meadowbrook Park,meadowbrook-park,Park,,,,44.25,-76.54,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Port Union Community Centre,port-union-community-centre-toronto,Community Centre,,Toronto,,43.78,-79.14,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Charlottetown Park,charlottetown-park,Park,,,,43.78,-79.14,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
High Park,high-park-toronto,Park,,Toronto,1873 Bloor Street West,43.65,-79.46,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Riverdale Park East,riverdale-park-east,Park,,,,43.67,-79.36,https://www.toronto.ca/data/parks/prd/facilities/complex/343/index.html,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
East Park Campground,east-park-campground,Park,,,,41.77,-82.63,https://www.pelee.org/east-park-campground/,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Parc André Laurendeau Park,parc-andr-laurendeau-park,Park,,,,45.43,-75.66,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Victoria Shores Park,victoria-shores-park,Park,,,,43.19,-79.39,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
St. Margaret's Parkette,st-margaret-s-parkette,Park,,,,43.77,-79.19,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Walker's Creek Park,walker-s-creek-park-st-catharines,Park,,St. Catharines,142A Parnell Road,43.21,-79.23,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Huron & Washington Parkette,huron-washington-parkette-toronto,Park,,Toronto,420 Huron Street,43.67,-79.40,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Bob Acton Park,bob-acton-park,Park,,,,43.69,-79.29,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Gerstein Science Information Centre,gerstein-science-information-centre,Library,,,9 King's College Circle,43.66,-79.39,https://gerstein.library.utoronto.ca,+1 4169782280,ask.gerstein@utoronto.ca,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Iroquois Park,iroquois-park,Park,,,,43.36,-79.77,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Ramsden Park,ramsden-park-toronto,Park,,Toronto,215 Avenue Road,43.68,-79.39,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Conley Park South,conley-park-south,Park,,,,43.79,-79.46,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Harry W. Arthurs Common,harry-w-arthurs-common,Park,,,,43.77,-79.50,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Montgomery Park,montgomery-park,Park,,,,43.24,-79.80,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Glebe Manor Square East,glebe-manor-square-east-toronto,Park,,Toronto,51 Harwood Road,43.70,-79.38,https://www.toronto.ca/data/parks/prd/facilities/complex/55/index.html,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Ridgewood Park,ridgewood-park,Park,,,,44.25,-76.61,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Victoria Square Park,victoria-square-park,Park,,,,43.90,-79.37,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Longmoor Park,longmoor-park,Park,,,4501 Longmoor Drive,43.37,-79.76,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Mouth Park,mouth-park,Park,,,,46.21,-82.06,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Hullmar Park,hullmar-park,Park,,,97 Hullmar Drive,43.77,-79.53,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Arbour Ridge Park,arbour-ridge-park,Park,,,,44.24,-76.55,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Centennial Park,centennial-park,Park,,,,44.10,-77.56,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Pebble Beach,pebble-beach,Park,,,,48.71,-86.39,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Kaufman Park,kaufman-park,Park,,,,43.44,-80.48,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Kiwanis East Bayshore Park,kiwanis-east-bayshore-park,Park,,,,44.16,-77.36,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Dufferin Grove Park,dufferin-grove-park,Park,,,,43.66,-79.43,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Stanley Park,stanley-park,Park,,,,43.64,-79.41,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Cedarvale Park,cedarvale-park,Park,,,,43.69,-79.42,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Nordheimer Ravine,nordheimer-ravine,Park,,,,43.68,-79.41,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Lisgar Park,lisgar-park-toronto,Park,,Toronto,60 Lisgar Street,43.64,-79.42,https://www.toronto.ca/data/parks/prd/facilities/complex/3535/index.html,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Marian Engel Park,marian-engel-park,Park,,,285 Melita Avenue,43.67,-79.42,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=38,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Hillcrest Park,hillcrest-park,Park,,,950 Davenport Road,43.68,-79.42,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Bata Island Park,bata-island-park-frankford,Park,,Frankford,266 North Trent Street,44.21,-77.60,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Fort Frances Museum and Cultural Centre,fort-frances-museum-and-cultural-centre,Museum,,,,48.61,-93.40,https://fortfrances.ca/experience/activities-amenities/museum,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Glebe Memorial Park,glebe-memorial-park,Park,,,75 Glendale Avenue,45.40,-75.70,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Kay Gardner Beltline Park,kay-gardner-beltline-park-toronto,Park,,Toronto,378 Mount Pleasant Road,43.70,-79.41,https://www.toronto.ca/data/parks/prd/facilities/complex/884/index.html,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Baker Park,baker-park-oshawa,Park,,Oshawa,151 Baker Court,43.91,-78.83,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Trinity Bellwoods Park,trinity-bellwoods-park-toronto,Park,,Toronto,1053 Dundas Street West,43.65,-79.41,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Taylor Creek Park,taylor-creek-park-toronto,Park,,Toronto,260 Dawes Road,43.70,-79.31,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Biidaasige Park,biidaasige-park-toronto,Park,,Toronto,39 Commissioners Street,43.65,-79.35,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/beaches-gardens-attractions/biidaasige-park/,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Point Saint Mark Park,point-saint-mark-park,Park,,,,44.26,-76.46,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Grenadier Park,grenadier-park,Park,,,,44.25,-76.46,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Lilla Burke Park,lilla-burke-park,Park,,,,44.26,-76.47,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Bravo by the Lake Park,bravo-by-the-lake-park-grimsby,Park,,Grimsby,545 Winston Road,43.21,-79.61,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
River Estates Park,river-estates-park,Park,,,,43.04,-79.27,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Expressway Trail,expressway-trail,Park,,,,43.45,-80.47,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Borden Creek Greenway,borden-creek-greenway,Park,,,,43.42,-80.50,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Highbanks Park,highbanks-park,Park,,,,42.64,-82.50,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Kedron Park,kedron-park-oshawa,Park,,Oshawa,339 Britannia Avenue,43.95,-78.88,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Rundle Park,rundle-park-oshawa,Park,,Oshawa,241 Park Road South,43.89,-78.87,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Haramis Park,haramis-park,Park,,,,45.48,-76.66,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Southwest London Baseball Complex,southwest-london-baseball-complex,Park,,,,42.92,-81.26,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Glen Edyth Drive Parkette,glen-edyth-drive-parkette-toronto,Park,,Toronto,2 Glen Edyth Drive,43.68,-79.40,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Bass Rock Park,bass-rock-park,Park,,,,45.05,-79.31,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
King's Mill Park,king-s-mill-park-etobicoke,Park,,Etobicoke,9 Catherine Street,43.65,-79.49,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Lambton Park,lambton-park,Park,,,,43.66,-79.51,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Humber Marshes,humber-marshes,Park,,,,43.64,-79.48,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Adelaide Place Parkette,adelaide-place-parkette,Park,,,20 Adelaide Place,43.64,-79.40,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
West Humber Parkland,west-humber-parkland,Park,,,,43.73,-79.57,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Samuel Wilmot Nature Area,samuel-wilmot-nature-area-bowmanville,Park,,Bowmanville,Cobbledick Road,43.90,-78.60,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Morningside Park,morningside-park,Park,,,390 Morningside Avenue,43.78,-79.21,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Cortleigh Parkette,cortleigh-parkette,Park,,,375 Cortleigh Boulevard,43.71,-79.43,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Northview Heights Lookout Park,northview-heights-lookout-park,Park,,,,43.39,-80.31,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
New Bedford Corner,new-bedford-corner-waterloo,Park,,Waterloo,699 Grand Banks Drive,43.51,-80.50,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
New Bedford Hub,new-bedford-hub,Park,,,,43.51,-80.50,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Parkview Park,parkview-park,Park,,,,43.77,-79.39,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Willowdale Park,willowdale-park,Park,,,,43.77,-79.41,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Mitchell Field Community Centre,mitchell-field-community-centre-north-york,Community Centre,,North York,89 Church Avenue,43.77,-79.41,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Tom Riley Park,tom-riley-park-toronto,Park,,Toronto,4725 Dundas Street West,43.65,-79.52,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=837,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Sheppard East Park,sheppard-east-park,Park,,,,43.76,-79.40,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Glendora Park,glendora-park-north-york,Park,,North York,201 Glendora Avenue,43.76,-79.40,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Uxbridge Urban Provincial Park,uxbridge-urban-provincial-park,Park,,,,44.06,-79.13,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Markers Acres Park,markers-acres-park,Park,,,,44.27,-76.49,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Riverside Park West,riverside-park-west,Park,,,,44.19,-77.39,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Miller Park,miller-park,Park,,,,42.60,-81.60,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Cobalt Municipal Park,cobalt-municipal-park,Park,,,,47.39,-79.68,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
J. Albert Bauer Provincial Park,j-albert-bauer-provincial-park,Park,,,,45.40,-79.02,https://www.ontarioparks.ca/park/jalbertbauer,+1 705 789 5105,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Howard Armstrong Sports Complex,howard-armstrong-sports-complex,Park,,,4040 Elmview Drive,46.64,-80.98,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Dr. Lillian McGregor Park,dr-lillian-mcgregor-park-toronto,Park,,Toronto,,43.66,-79.39,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Quinte Sports & Wellness Centre,quinte-sports-wellness-centre-belleville,Community Centre,,Belleville,265 Cannifton Road,44.19,-77.38,https://www.quintesportsandwellnesscentre.ca/,+1-613-966-4632,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Pike Lake Park,pike-lake-park-hudson-township,Park,,Hudson Township,C2 Road,47.50,-79.86,https://hudson.ca/recreation-2/,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Latchford Park,latchford-park,Park,,,,47.33,-79.81,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Veterans Park,veterans-park,Park,,,,47.32,-79.81,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Roxton Road Parkette,roxton-road-parkette-toronto,Park,,Toronto,45 Roxton Road,43.65,-79.42,https://www.toronto.ca/data/parks/prd/facilities/complex/230/index.html,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Sorauren Park,sorauren-park,Park,,,,43.65,-79.44,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Withrow Park,withrow-park-toronto,Park,,Toronto,725 Logan Avenue,43.67,-79.35,https://www.toronto.ca/data/parks/prd/facilities/complex/306/index.html,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Silverview Park,silverview-park,Park,,,,43.79,-79.41,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Toronto Archives,toronto-archives-toronto,Museum,,Toronto,255 Spadina Road,43.68,-79.41,https://www.toronto.ca/city-government/accountability-operations-customer-service/access-city-information-or-records/city-of-toronto-archives/,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Wells Hill Park,wells-hill-park,Park,,,,43.68,-79.42,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Scenic Woods Park,scenic-woods-park,Park,,,,43.24,-79.94,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Kitty Murray Lane Park,kitty-murray-lane-park,Park,,,,43.22,-79.96,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
