name,slug,category,description,city,address,lat,lng,website,phone,email,image_url,sens_noise_1to5,sens_light_1to5,sens_crowd_1to5,sens_quiet_room,sens_headphones,sens_staff_trained,sens_certification,sens_last_verified
Cooper Park,cooper-park,Park,,Dryden,,49.7793515,-92.8410339,,,,,,,,,,,,
Wincott Park,wincott-park,Park,,Toronto,,43.692413,-79.5505931,,,,,,,,,,,,
Hillview Park,hillview-park,Park,,Kingston,,44.2459757,-76.5992109,,,,,,,,,,,,
La Salle Park,la-salle-park,Park,,Kingston,,44.2321226,-76.5723643,,,,,,,,,,,,
J.K. Tett Centre,jk-tett-centre-kingston,Community Centre,,Kingston,370 King Street West,44.2207062,-76.5059792,,,,,,,,,,,,
Lafleur Park,lafleur-park,Park,,Kingston,,44.2391363,-76.5241554,,,,,,,,,,,,
Strathcona Park,strathcona-park,Park,,Kingston,,44.2509644,-76.5266152,,,,,,,,,,,,
Lake Ontario Park,lake-ontario-park,Park,,Kingston,920 King Street West,44.2171625,-76.5320076,,,,,,,,,,,,
Evergreen Gardens Park,evergreen-gardens-park-toronto,Park,,Toronto,23 Evergreen Gardens,43.6959866,-79.372588,https://www.toronto.ca/data/parks/prd/facilities/complex/434/index.html,,,,,,,,,,,
June Rowlands Park,june-rowlands-park-toronto,Park,,Toronto,220 Davisville Avenue,43.7007091,-79.3885362,,,,,,,,,,,,
Margaret Fairley Park,margaret-fairley-park-toronto,Park,,Toronto,100 Brunswick Avenue,43.6603002,-79.4056036,https://www.toronto.ca/data/parks/prd/facilities/complex/126/index.html,,,,,,,,,,,
East Don Parkland,east-don-parkland,Park,,Toronto,,43.793537,-79.3788679,,,,,,,,,,,,
Cockburn Island,cockburn-island,Park,,Elizabethtown-Kitley,,44.5622831,-75.7094714,,,,,,,,,,,,
Shannon Park,shannon-park,Park,,Kingston,,44.264201,-76.4838819,,,,,,,,,,,,
Crerar Park,crerar-park,Park,,Kingston,,44.2130277,-76.5674506,,,,,,,,,,,,
Keyes Park,keyes-park,Park,,Kingston,,44.2104054,-76.564741,,,,,,,,,,,,
Alwington Place Park,alwington-place-park,Park,,Kingston,,44.2185775,-76.5109121,,,,,,,,,,,,
Champlain Park,champlain-park,Park,,Kingston,,44.2538308,-76.5043194,,,,,,,,,,,,
Ken Matthews Park,ken-matthews-park,Park,,Kingston,,44.25681,-76.500004,,,,,,,,,,,,
Everitt Park,everitt-park,Park,,Kingston,,44.2120412,-76.5762802,,,,,,,,,,,,
Ash Creek Channel Open Space,ash-creek-channel-open-space,Park,,Whitby,,43.8880115,-78.9393734,,,,,,,,,,,,
Meadowbrook Park,meadowbrook-park,Park,,Kingston,,44.2468017,-76.5445356,,,,,,,,,,,,
Port Union Community Centre,port-union-community-centre-toronto,Community Centre,,Toronto,,43.7796515,-79.140261,,,,,,,,,,,,
Charlottetown Park,charlottetown-park,Park,,Toronto,,43.7811683,-79.140643,,,,,,,,,,,,
High Park,high-park-toronto,Park,,Toronto,1873 Bloor Street West,43.6462501,-79.4627294,,,,,,,,,,,,
Riverdale Park East,riverdale-park-east,Park,,Toronto,,43.6699837,-79.3561156,https://www.toronto.ca/data/parks/prd/facilities/complex/343/index.html,,,,,,,,,,,
East Park Campground,east-park-campground,Park,,,,41.7676989,-82.6310282,https://www.pelee.org/east-park-campground/,,,,,,,,,,,
Parc André Laurendeau Park,parc-andre-laurendeau-park,Park,,Ottawa,,45.4327299,-75.6578045,,,,,,,,,,,,
Victoria Shores Park,victoria-shores-park,Park,,Lincoln,,43.1920172,-79.3933543,,,,,,,,,,,,
St. Margaret's Parkette,st-margarets-parkette,Park,,Toronto,,43.7674754,-79.1925194,,,,,,,,,,,,
Walker's Creek Park,walkers-creek-park-st-catharines,Park,,St. Catharines,142A Parnell Road,43.2060108,-79.2256341,,,,,,,,,,,,
Huron & Washington Parkette,huron-washington-parkette-toronto,Park,,Toronto,420 Huron Street,43.6660639,-79.4014577,,,,,,,,,,,,
Bob Acton Park,bob-acton-park,Park,,Toronto,,43.6865474,-79.2929251,,,,,,,,,,,,
Gerstein Science Information Centre,gerstein-science-information-centre,Library,,Toronto,9 King's College Circle,43.662088,-79.3936403,https://gerstein.library.utoronto.ca,+1 4169782280,ask.gerstein@utoronto.ca,,,,,,,,,
Iroquois Park,iroquois-park,Park,,Burlington,,43.3586359,-79.7729187,,,,,,,,,,,,
Ramsden Park,ramsden-park-toronto,Park,,Toronto,215 Avenue Road,43.6763912,-79.393203,,,,,,,,,,,,
Conley Park South,conley-park-south,Park,,Vaughan,,43.7902602,-79.4595219,,,,,,,,,,,,
Harry W. Arthurs Common,harry-w-arthurs-common,Park,,Toronto,,43.7735697,-79.5013285,,,,,,,,,,,,
Montgomery Park,montgomery-park,Park,,Hamilton,,43.2369327,-79.8034387,,,,,,,,,,,,
Glebe Manor Square East,glebe-manor-square-east-toronto,Park,,Toronto,51 Harwood Road,43.7034049,-79.3836922,https://www.toronto.ca/data/parks/prd/facilities/complex/55/index.html,,,,,,,,,,,
Ridgewood Park,ridgewood-park,Park,,Kingston,,44.2517076,-76.6130767,,,,,,,,,,,,
Victoria Square Park,victoria-square-park,Park,,Markham,,43.9018543,-79.3728331,,,,,,,,,,,,
Longmoor Park,longmoor-park,Park,,Burlington,4501 Longmoor Drive,43.3683689,-79.7584673,,,,,,,,,,,,
Mouth Park,mouth-park,Park,,Sables-Spanish Rivers Township,,46.2097372,-82.0625297,,,,,,,,,,,,
Hullmar Park,hullmar-park,Park,,Toronto,97 Hullmar Drive,43.765705,-79.5251655,,,,,,,,,,,,
Arbour Ridge Park,arbour-ridge-park,Park,,Kingston,,44.2430231,-76.5545553,,,,,,,,,,,,
Centennial Park,centennial-park,Park,,Quinte West,,44.1009978,-77.5636547,,,,,,,,,,,,
Pebble Beach,pebble-beach,Park,,Marathon,,48.7075303,-86.3872139,,,,,,,,,,,,
Kaufman Park,kaufman-park,Park,,Kitchener,,43.4433437,-80.4825002,,,,,,,,,,,,
Kiwanis East Bayshore Park,kiwanis-east-bayshore-park,Park,,Belleville,,44.1600229,-77.3632788,,,,,,,,,,,,
Dufferin Grove Park,dufferin-grove-park,Park,,Toronto,,43.6562104,-79.4324763,,,,,,,,,,,,
Stanley Park,stanley-park,Park,,Toronto,,43.6425184,-79.4090535,,,,,,,,,,,,
Cedarvale Park,cedarvale-park,Park,,Toronto,,43.6908357,-79.4241794,,,,,,,,,,,,
Nordheimer Ravine,nordheimer-ravine,Park,,Toronto,,43.6828759,-79.4128931,,,,,,,,,,,,
Lisgar Park,lisgar-park-toronto,Park,,Toronto,60 Lisgar Street,43.6425172,-79.4237489,https://www.toronto.ca/data/parks/prd/facilities/complex/3535/index.html,,,,,,,,,,,
Marian Engel Park,marian-engel-park,Park,,Toronto,285 Melita Avenue,43.6738039,-79.4241064,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=38,,,,,,,,,,,
Hillcrest Park,hillcrest-park,Park,,Toronto,950 Davenport Road,43.6759992,-79.4245219,,,,,,,,,,,,
Bata Island Park,bata-island-park-frankford,Park,,Frankford,266 North Trent Street,44.2136367,-77.5985004,,,,,,,,,,,,
Fort Frances Museum and Cultural Centre,fort-frances-museum-and-cultural-centre,Museum,,Fort Frances,,48.6097137,-93.3968615,https://fortfrances.ca/experience/activities-amenities/museum,,,,,,,,,,,
Glebe Memorial Park,glebe-memorial-park,Park,,Ottawa,75 Glendale Avenue,45.404813,-75.6992785,,,,,,,,,,,,
Kay Gardner Beltline Park,kay-gardner-beltline-park-toronto,Park,,Toronto,378 Mount Pleasant Road,43.7002198,-79.4115738,https://www.toronto.ca/data/parks/prd/facilities/complex/884/index.html,,,,,,,,,,,
Baker Park,baker-park-oshawa,Park,,Oshawa,151 Baker Court,43.9096095,-78.831638,,,,,,,,,,,,
Trinity Bellwoods Park,trinity-bellwoods-park-toronto,Park,,Toronto,1053 Dundas Street West,43.6477187,-79.4148225,,,,,,,,,,,,
Taylor Creek Park,taylor-creek-park-toronto,Park,,Toronto,260 Dawes Road,43.7017299,-79.3143482,,,,,,,,,,,,
Biidaasige Park,biidaasige-park-toronto,Park,,Toronto,39 Commissioners Street,43.6462831,-79.3479287,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/beaches-gardens-attractions/biidaasige-park/,,,,,,,,,,,
Point Saint Mark Park,point-saint-mark-park,Park,,Kingston,,44.2552643,-76.4626981,,,,,,,,,,,,
Grenadier Park,grenadier-park,Park,,Kingston,,44.2546481,-76.4575236,,,,,,,,,,,,
Lilla Burke Park,lilla-burke-park,Park,,Kingston,,44.2558364,-76.4667536,,,,,,,,,,,,
Bravo by the Lake Park,bravo-by-the-lake-park-grimsby,Park,,Grimsby,545 Winston Road,43.2112616,-79.6072179,,,,,,,,,,,,
River Estates Park,river-estates-park,Park,,Fonthill,,43.0417552,-79.270983,,,,,,,,,,,,
Expressway Trail,expressway-trail,Park,,Kitchener,,43.4533102,-80.4667479,,,,,,,,,,,,
Borden Creek Greenway,borden-creek-greenway,Park,,Kitchener,,43.4171282,-80.5027915,,,,,,,,,,,,
Highbanks Park,highbanks-park,Park,,,,42.6357429,-82.5027184,,,,,,,,,,,,
Kedron Park,kedron-park-oshawa,Park,,Oshawa,339 Britannia Avenue,43.9543058,-78.8829808,,,,,,,,,,,,
Rundle Park,rundle-park-oshawa,Park,,Oshawa,241 Park Road South,43.8890826,-78.8698409,,,,,,,,,,,,
Haramis Park,haramis-park,Park,,Renfrew,,45.4766013,-76.6558925,,,,,,,,,,,,
Southwest London Baseball Complex,southwest-london-baseball-complex,Park,,London,,42.9248161,-81.2628471,,,,,,,,,,,,
Glen Edyth Drive Parkette,glen-edyth-drive-parkette-toronto,Park,,Toronto,2 Glen Edyth Drive,43.6787474,-79.4048613,,,,,,,,,,,,
Bass Rock Park,bass-rock-park,Park,,Bracebridge,,45.0470277,-79.3070875,,,,,,,,,,,,
King's Mill Park,kings-mill-park-etobicoke,Park,,Etobicoke,9 Catherine Street,43.6459226,-79.4947433,,,,,,,,,,,,
Lambton Park,lambton-park,Park,,Toronto,,43.6632587,-79.5087988,,,,,,,,,,,,
Humber Marshes,humber-marshes,Park,,Toronto,,43.6413174,-79.4834052,,,,,,,,,,,,
Adelaide Place Parkette,adelaide-place-parkette,Park,,Toronto,20 Adelaide Place,43.6449823,-79.4018243,,,,,,,,,,,,
West Humber Parkland,west-humber-parkland,Park,,Toronto,,43.7336625,-79.5686922,,,,,,,,,,,,
Samuel Wilmot Nature Area,samuel-wilmot-nature-area-bowmanville,Park,,Bowmanville,Cobbledick Road,43.8992043,-78.6013709,,,,,,,,,,,,
Morningside Park,morningside-park,Park,,Toronto,390 Morningside Avenue,43.7770871,-79.2119232,,,,,,,,,,,,
Cortleigh Parkette,cortleigh-parkette,Park,,Toronto,375 Cortleigh Boulevard,43.7094129,-79.4257425,,,,,,,,,,,,
Northview Heights Lookout Park,northview-heights-lookout-park,Park,,Cambridge,,43.3864483,-80.3085117,,,,,,,,,,,,
New Bedford Corner,new-bedford-corner-waterloo,Park,,Waterloo,699 Grand Banks Drive,43.5110081,-80.4980442,,,,,,,,,,,,
New Bedford Hub,new-bedford-hub,Park,,Waterloo,,43.5111739,-80.5005377,,,,,,,,,,,,
Parkview Park,parkview-park,Park,,Toronto,,43.7748821,-79.3937043,,,,,,,,,,,,
Willowdale Park,willowdale-park,Park,,Toronto,,43.7661392,-79.4077109,,,,,,,,,,,,
Mitchell Field Community Centre,mitchell-field-community-centre-north-york,Community Centre,,North York,89 Church Avenue,43.7745607,-79.4084122,,,,,,,,,,,,
Tom Riley Park,tom-riley-park-toronto,Park,,Toronto,4725 Dundas Street West,43.6490441,-79.5214783,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=837,,,,,,,,,,,
Sheppard East Park,sheppard-east-park,Park,,Toronto,,43.7631826,-79.3962872,,,,,,,,,,,,
Glendora Park,glendora-park-north-york,Park,,North York,201 Glendora Avenue,43.7617203,-79.4004526,,,,,,,,,,,,
Uxbridge Urban Provincial Park,uxbridge-urban-provincial-park,Park,,Uxbridge,,44.0648009,-79.1273642,,,,,,,,,,,,
Markers Acres Park,markers-acres-park,Park,,Kingston,,44.2665601,-76.4900697,,,,,,,,,,,,
Riverside Park West,riverside-park-west,Park,,Belleville,,44.1860188,-77.387693,,,,,,,,,,,,
Miller Park,miller-park,Park,,West Elgin,,42.6022209,-81.6006104,,,,,,,,,,,,
Cobalt Municipal Park,cobalt-municipal-park,Park,,,,47.39437,-79.6830545,,,,,,,,,,,,
J. Albert Bauer Provincial Park,j-albert-bauer-provincial-park,Park,,Lake of Bays Township,,45.4022381,-79.0182856,https://www.ontarioparks.ca/park/jalbertbauer,+1 705 789 5105,,,,,,,,,,
Howard Armstrong Sports Complex,howard-armstrong-sports-complex,Park,,Greater Sudbury,4040 Elmview Drive,46.6404816,-80.9843502,,,,,,,,,,,,
Dr. Lillian McGregor Park,dr-lillian-mcgregor-park-toronto,Park,,Toronto,,43.6641168,-79.3856096,,,,,,,,,,,,
Quinte Sports & Wellness Centre,quinte-sports-wellness-centre-belleville,Community Centre,,Belleville,265 Cannifton Road,44.1878028,-77.3829645,https://www.quintesportsandwellnesscentre.ca/,+1-613-966-4632,,,,,,,,,,
Pike Lake Park,pike-lake-park-hudson-township,Park,,Hudson Township,C2 Road,47.5010862,-79.8568173,https://hudson.ca/recreation-2/,,,,,,,,,,,
Latchford Park,latchford-park,Park,,Latchford,,47.3268137,-79.8135519,,,,,,,,,,,,
Veterans Park,veterans-park,Park,,Latchford,,47.3235275,-79.810175,,,,,,,,,,,,
Roxton Road Parkette,roxton-road-parkette-toronto,Park,,Toronto,45 Roxton Road,43.6506993,-79.4196059,https://www.toronto.ca/data/parks/prd/facilities/complex/230/index.html,,,,,,,,,,,
Sorauren Park,sorauren-park,Park,,Toronto,,43.648664,-79.4433671,,,,,,,,,,,,
Withrow Park,withrow-park-toronto,Park,,Toronto,725 Logan Avenue,43.6742996,-79.3469377,https://www.toronto.ca/data/parks/prd/facilities/complex/306/index.html,,,,,,,,,,,
Silverview Park,silverview-park,Park,,Toronto,,43.7851684,-79.4113218,,,,,,,,,,,,
Toronto Archives,toronto-archives-toronto,Museum,,Toronto,255 Spadina Road,43.6768448,-79.4071809,https://www.toronto.ca/city-government/accountability-operations-customer-service/access-city-information-or-records/city-of-toronto-archives/,,,,,,,,,,,
Wells Hill Park,wells-hill-park,Park,,Toronto,,43.6828338,-79.4163591,,,,,,,,,,,,
Scenic Woods Park,scenic-woods-park,Park,,Hamilton,,43.2390834,-79.9362705,,,,,,,,,,,,
Kitty Murray Lane Park,kitty-murray-lane-park,Park,,Hamilton,,43.2213797,-79.9555774,,,,,,,,,,,,
Gardiner Museum,gardiner-museum-toronto,Museum,,Toronto,111 Queen's Park,43.6681559,-79.3931282,https://www.gardinermuseum.on.ca/,,,,,,,,,,,
Turner Park,turner-park,Park,,Hamilton,344 Rymal Road East,43.1928937,-79.8806872,,,,,,,,,,,,
James Smith Park,james-smith-park,Park,,Hamilton,,43.2016943,-79.9894149,,,,,,,,,,,,
St. Andrew's Playground,st-andrews-playground-toronto,Park,,Toronto,450 Adelaide Street West,43.6464147,-79.3989963,https://www.toronto.ca/data/parks/prd/facilities/complex/183/index.html,,,,,,,,,,,
Harmony Park,harmony-park,Park,,Hamilton,,43.2121133,-79.9620663,,,,,,,,,,,,
Optimist Youth Park,optimist-youth-park,Park,,Hamilton,,43.2076644,-79.9948347,,,,,,,,,,,,
Bata Shoe Museum,bata-shoe-museum-toronto,Museum,,Toronto,327 Bloor Street West,43.6672516,-79.4001432,https://batashoemuseum.ca/,,,,,,,,,,,
Lionel Conacher Park,lionel-conacher-park-toronto,Park,,Toronto,80 Cottingham Street,43.6804926,-79.3943187,https://www.toronto.ca/data/parks/prd/facilities/complex/229/index.html,,,,,,,,,,,
Poplar Plains Park,poplar-plains-park,Park,,Toronto,,43.6801959,-79.4032083,,,,,,,,,,,,
Sir Winston Churchill Park,sir-winston-churchill-park,Park,,Toronto,,43.6827293,-79.4086761,,,,,,,,,,,,
Pricefield Road Playground,pricefield-road-playground-toronto,Park,,Toronto,50 Pricefield Road,43.6815304,-79.3887504,https://www.toronto.ca/data/parks/prd/facilities/complex/313/index.html,,,,,,,,,,,
Ferrand Drive Park,ferrand-drive-park-north-york,Park,,North York,251 Ferrand Drive,43.7198758,-79.3328138,,,,,,,,,,,,
Robertson Davies Park,robertson-davies-park-toronto,Park,,Toronto,275 Avenue Road,43.6785487,-79.3975961,https://www.toronto.ca/data/parks/prd/facilities/complex/2102/index.html,,,,,,,,,,,
Roseneath Park,roseneath-park,Park,,Toronto,,43.6821117,-79.4345595,,,,,,,,,,,,
Humewood Park,humewood-park-toronto,Park,,Toronto,37 Humewood Drive,43.6836748,-79.426104,https://www.toronto.ca/data/parks/prd/facilities/complex/1956/index.html,,,,,,,,,,,
Graham Park,graham-park,Park,,Toronto,,43.6815314,-79.4303299,,,,,,,,,,,,
Tichester Park,tichester-park-toronto,Park,,Toronto,27 Tichester Road,43.6854351,-79.417884,https://www.toronto.ca/data/parks/prd/facilities/complex/2001/index.html,,,,,,,,,,,
George Ben Park,george-ben-park-toronto,Park,,Toronto,120 Roxton Road,43.6523757,-79.4212426,,,,,,,,,,,,
St. Volodymyr Institute,st-volodymyr-institute,Community Centre,,Toronto,620 Spadina Avenue,43.6619585,-79.4022267,,,,,,,,,,,,
College Park,college-park-toronto,Park,,Toronto,420 Yonge Street,43.6595708,-79.3838363,,,,,,,,,,,,
Little Norway Park,little-norway-park-toronto,Park,,Toronto,659 Queens Quay West,43.6344471,-79.3985094,,,,,,,,,,,,
Moss Park,moss-park,Park,,Toronto,,43.6552746,-79.3711356,,,,,,,,,,,,
Exhibition Park,exhibition-park-guelph,Park,,Guelph,81 London Road West,43.5500901,-80.26326,https://guelph.ca/park/exhibition-park/,,,,,,,,,,,
Douglas Fluhrer Park,douglas-fluhrer-park,Park,,Kingston,,44.2385258,-76.480076,,,,,,,,,,,,
Emma Martin Park,emma-martin-park,Park,,Kingston,,44.2427232,-76.4805245,,,,,,,,,,,,
Simcoe Park,simcoe-park,Park,,Toronto,,43.6447417,-79.3868838,,,,,,,,,,,,
Hickson Park,hickson-park,Park,,Aurora,,44.0123172,-79.4409292,,,,,,,,,,,,
St. James Park,st-james-park-toronto,Park,,Toronto,120 King Street East,43.6507727,-79.3733963,,,,,,,,,,,,
Sergeant Ryan Russell Parkette,sergeant-ryan-russell-parkette-toronto,Park,,Toronto,250 Avenue Road,43.677498,-79.3981352,https://www.toronto.ca/data/parks/prd/facilities/complex/2103/index.html,,,,,,,,,,,
Jay Macpherson Green,jay-macpherson-green-toronto,Park,,Toronto,255 Avenue Road,43.677364,-79.3972282,https://www.toronto.ca/data/parks/prd/facilities/complex/106/index.html,,,,,,,,,,,
Main Sewage Treatment Playground,main-sewage-treatment-playground,Park,,Toronto,,43.6635889,-79.3168434,,,,,,,,,,,,
Woodbine Park,woodbine-park,Park,,Toronto,,43.6648988,-79.3128472,,,,,,,,,,,,
Wishing Well Park,wishing-well-park,Park,,Toronto,,43.7699945,-79.3170665,,,,,,,,,,,,
Anthony Vincent Park,anthony-vincent-park,Park,,Ottawa,14 A Bedford Crescent,45.4534006,-75.6590058,,,,,,,,,,,,
Highland Field,highland-field,Park,,Aurora,,43.9826788,-79.4604341,,,,,,,,,,,,
Aurora Peace Park,aurora-peace-park,Park,,Aurora,,43.9854794,-79.4631051,,,,,,,,,,,,
Tamarac Green,tamarac-green,Park,,Aurora,,43.9774103,-79.4756269,,,,,,,,,,,,
Poplar Park,poplar-park,Park,,Aurora,,43.9811684,-79.4687406,,,,,,,,,,,,
Norm Weller Park,norm-weller-park,Park,,Aurora,,43.9720908,-79.4829495,,,,,,,,,,,,
McClellan Heights Park,mcclellan-heights-park,Park,,Aurora,,43.9734578,-79.4782029,,,,,,,,,,,,
Khamissa Park,khamissa-park,Park,,Aurora,,43.9709346,-79.4748799,,,,,,,,,,,,
Seston Park,seston-park,Park,,Aurora,,43.9699523,-79.479561,,,,,,,,,,,,
MacGregor Playground,macgregor-playground-toronto,Park,,Toronto,346 Lansdowne Avenue,43.6531746,-79.4420983,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=378,,,,,,,,,,,
McCormick Park,mccormick-park,Park,,Toronto,,43.647062,-79.4335262,https://www.toronto.ca/data/parks/prd/facilities/complex/60/index.html,,,,,,,,,,,
McCormick Arena,mccormick-arena,Community Centre,,Toronto,Brock Avenue,43.6472332,-79.4338978,,,,,,,,,,,,
Mary McCormick Recreation Centre,mary-mccormick-recreation-centre-toronto,Community Centre,,Toronto,66 Sheridan Avenue,43.6473967,-79.4331484,,,,,,,,,,,,
Dundas-St. Clarens Parkette,dundas-st-clarens-parkette,Park,,Toronto,1717 Dundas Street West,43.6497909,-79.4387698,,,,,,,,,,,,
Realtor Park,realtor-park,Park,,Windsor,,42.32204,-82.9532352,,,,,,,,,,,,
Farrow Riverside Miracle Park,farrow-riverside-miracle-park,Park,,Windsor,,42.3294921,-82.9551867,,,,,,,,,,,,
Thompson Park,thompson-park,Park,,Windsor,,42.3219517,-82.9674057,,,,,,,,,,,,
Homesite Park,homesite-park,Park,,Windsor,,42.3247506,-82.9664755,,,,,,,,,,,,
Curry Park,curry-park,Park,,Windsor,,42.259583,-83.0222518,,,,,,,,,,,,
Coventry Gardens Park,coventry-gardens-park-windsor,Park,,Windsor,4714 Riverside Drive East,42.3297413,-82.9783761,https://www.citywindsor.ca/residents/parks-and-forestry/city-parks/reaume-park,,,,,,,,,,,
George Street Park,george-street-park,Park,,Windsor,,42.3237498,-82.9859142,,,,,,,,,,,,
Kiwanis Park,kiwanis-park,Park,,Windsor,,42.3371321,-82.9492269,,,,,,,,,,,,
Roseville Gardens Park,roseville-gardens-park,Park,,Windsor,,42.307096,-82.9447641,,,,,,,,,,,,
Jackson Park,jackson-park,Park,,Windsor,,42.2940538,-83.0230082,,,,,,,,,,,,
Alexander Park,alexander-park-windsor,Park,,Windsor,3445 Riverside Dr E,42.3271918,-82.992274,,,,,,,,,,,,
Fountain Bleau,fountain-bleau,Park,,Windsor,,42.2959912,-82.9519165,,,,,,,,,,,,
Library Building,library-building-toronto,Library,,Toronto,350 Victoria Street,43.6579053,-79.3805525,,,,,,,,,,,,
Weldon Park,weldon-park,Park,,Middlesex Centre,,43.0471291,-81.2900825,,,,,,,,,,,,
Gainsborough Meadows,gainsborough-meadows,Park,,London,,42.9981284,-81.3135529,,,,,,,,,,,,
Pykes Park,pykes-park,Park,,Windsor,,42.315377,-82.9629893,,,,,,,,,,,,
Mark Park,mark-park,Park,,Windsor,,42.2648377,-83.0284119,,,,,,,,,,,,
Gary Dugall Park,gary-dugall-park,Park,,Windsor,,42.3160225,-82.9983691,,,,,,,,,,,,
Massey Harris Park,massey-harris-park-toronto,Park,,Toronto,945 King Street West,43.6414216,-79.4133147,,,,,,,,,,,,
Masaryk Park,masaryk-park,Park,,Toronto,,43.6401294,-79.4330388,,,,,,,,,,,,
Greenwood Park,greenwood-park-toronto,Park,,Toronto,150 Greenwood Avenue,43.6688801,-79.3286069,https://www.toronto.ca/data/parks/prd/facilities/complex/70/index.html,,,,,,,,,,,
Lanspeary Park,lanspeary-park,Park,,Windsor,,42.3100617,-83.0152471,,,,,,,,,,,,
Clay Park,clay-park,Park,,Windsor,,42.3070383,-83.0097305,,,,,,,,,,,,
Stodgell Park,stodgell-park-windsor,Park,,Windsor,1650 Seneca Street,42.304833,-83.0031437,,,,,,,,,,,,
AKO Park,ako-park,Park,,Windsor,,42.3119255,-82.9769174,,,,,,,,,,,,
Hunters Glen Park,hunters-glen-park,Park,,Toronto,,43.7474748,-79.2595537,,,,,,,,,,,,
Factoria Park,factoria-park,Park,,Windsor,,42.3048682,-82.9942936,,,,,,,,,,,,
Westcott Park,westcott-park,Park,,Windsor,,42.3119784,-82.9837704,,,,,,,,,,,,
Labadie Park,labadie-park,Park,,Windsor,,42.318118,-82.9871352,,,,,,,,,,,,
Kinsmen Norman Road Park,kinsmen-norman-road-park,Park,,Windsor,,42.3144734,-82.9708569,,,,,,,,,,,,
McDonald Park,mcdonald-park,Park,,Windsor,,42.3016976,-82.9744924,,,,,,,,,,,,
Ernest Atkinson Park,ernest-atkinson-park,Park,,Windsor,,42.3120555,-83.0626064,,,,,,,,,,,,
Straith Park,straith-park,Park,,Windsor,,42.313784,-83.060857,,,,,,,,,,,,
